N,nominal_load,actual_load,P,generator,corr,cue_noise,deltaF_int,deltaF_cum,retrieval_degradation,failure_probability_increase,corr_final_overlap_mean,uncorr_final_overlap_mean,corr_success_mean,uncorr_success_mean,corr_spearman_cost_error,uncorr_spearman_cost_error
128,0.15,0.1484375,19,latent,0.15,0.1,2.4552927238463695e-05,0.0004394888018031118,0.05078125,0.10333333333333339,0.8782552083333334,0.9290364583333334,0.715,0.8183333333333334,0.4346167318995154,0.4563219669414255
128,0.15,0.1484375,19,latent,0.15,0.15,2.4552927238463695e-05,0.0004394888018031118,0.05005208333333333,0.08666666666666667,0.8496614583333333,0.8997135416666666,0.6583333333333333,0.745,0.3876683113293948,0.3739183816557463
128,0.15,0.1484375,19,latent,0.15,0.2,2.4552927238463695e-05,0.0004394888018031118,0.057916666666666616,0.08499999999999996,0.7878385416666667,0.8457552083333333,0.5433333333333333,0.6283333333333333,0.2698804342145335,0.29507523192054597
128,0.15,0.1484375,19,latent,0.25,0.05,0.00011854814671585778,0.0021216640186934033,0.42851562499999996,0.5950000000000001,0.5249739583333334,0.9534895833333333,0.26666666666666666,0.8616666666666667,0.1099937293529838,0.38935006543056866
128,0.15,0.1484375,19,latent,0.25,0.1,0.00011854814671585778,0.0021216640186934033,0.43195312499999994,0.595,0.5088541666666667,0.9408072916666667,0.23666666666666666,0.8316666666666667,0.09458276011998237,0.43947623124712343
128,0.15,0.1484375,19,latent,0.25,0.15,0.00011854814671585778,0.0021216640186934033,0.42570312499999996,0.5516666666666667,0.48572916666666666,0.9114322916666666,0.205,0.7566666666666667,-0.04433235276559466,0.310487914437366
128,0.15,0.1484375,19,latent,0.25,0.2,0.00011854814671585778,0.0021216640186934033,0.4133072916666667,0.47,0.43833333333333335,0.851640625,0.14,0.61,-0.14485969910578148,0.22300006689773613
128,0.15,0.1484375,19,latent,0.35,0.05,0.0006947891446795751,0.012343469699572784,0.5854427083333333,0.8783333333333333,0.3684375,0.9538802083333333,0.01,0.8883333333333333,-0.7133933104484561,0.3794569898949409
128,0.15,0.1484375,19,latent,0.35,0.1,0.0006947891446795751,0.012343469699572784,0.584921875,0.835,0.3572135416666667,0.9421354166666667,0.005,0.84,-0.6960575933930188,0.4086145637889412
128,0.15,0.1484375,19,latent,0.35,0.15,0.0006947891446795751,0.012343469699572784,0.5511979166666666,0.7716666666666666,0.36364583333333333,0.91484375,0.005,0.7766666666666666,-0.6879256531301426,0.3729195158387168
128,0.15,0.1484375,19,latent,0.35,0.2,0.0006947891446795751,0.012343469699572784,0.515625,0.6533333333333333,0.35247395833333334,0.8680989583333333,0.0,0.6533333333333333,-0.7665139436582997,0.29380229423302556
128,0.15,0.1484375,19,latent,0.45,0.05,0.003004744171362761,0.05211269207897429,0.4940364583333334,0.8633333333333333,0.45502604166666666,0.9490625,0.0,0.8633333333333333,-0.8289086868187701,0.43274622074658736
128,0.15,0.1484375,19,latent,0.45,0.1,0.003004744171362761,0.05211269207897429,0.4806510416666666,0.8266666666666667,0.4549479166666667,0.9355989583333333,0.0,0.8266666666666667,-0.8487426764780098,0.4301777420866686
